Symbol,N2A,N3A,N5B,N6B,N7B,N8B,N10B,N12B,N13B
GLYR1,12.83693579,12.87705102,12.81624544,12.87501741,12.83378837,13.00203249,12.88133497,12.98385649,12.89710636
GM2A,10.7946617,10.77887273,10.82383411,10.58631026,10.89876515,10.81819577,10.94704737,10.85822783,10.81595124
GMCL1,9.653801951,9.685247396,9.781371231,9.80957102,9.866104607,9.906960321,9.846033232,9.833274382,9.891689919
GMDS,9.573176533,9.600329489,9.516724575,9.742729923,9.60823889,9.851293385,9.686974675,9.827074367,9.814940285
GMDS-AS1,9.515977697,9.295817738,9.324579325,9.475759277,9.468291686,9.592058235,9.410199478,9.52075154,9.275235645
GMEB1,9.43204945,9.247707947,9.360776209,9.173796515,9.280144709,9.199985763,9.317351015,9.378758077,9.430978943
GMEB2,9.987248191,10.02754537,10.25515963,10.24810633,10.09997073,10.24616685,10.43180087,10.24794318,10.60343086
GMFB,10.22040959,10.06656629,10.10780345,9.915606454,10.0366651,10.00081995,9.997874257,10.09845812,10.44806305
GMFG,8.284327468,8.144727934,8.273617353,8.352223233,8.264476573,8.227224062,7.908337731,8.039096697,8.328056573
GMIP,8.713377531,8.552242072,8.952161259,9.011693098,8.900349484,8.638889812,9.45408818,8.710227654,9.311232885
GMNC,8.792771131,10.34240175,9.067449979,9.250463792,9.213317878,8.666050562,8.798573102,9.140414958,9.553715855
GMNN,8.467927001,8.677111283,8.403428775,8.711685608,8.546500579,8.316572224,8.423799172,8.146194521,8.596204663
GMPPA,10.31577682,10.33410864,10.36585778,10.36176356,10.37813162,10.50119565,10.37301803,10.45409935,10.30965918
GMPPB,9.730023356,9.543761877,9.685952402,9.456520214,9.60193464,9.808018743,9.739984284,9.758494844,9.770018307
GMPR,9.56925578,9.641250794,9.763843237,9.399359165,9.528503482,9.031237106,10.15556534,9.536520657,9.570134897
GMPR2,11.70336937,11.82615786,11.67468005,11.80851603,11.80969526,11.76787897,11.52618843,11.69862921,11.49420809
GMPS,10.72933534,11.13017168,10.69548034,10.8216583,10.82642716,10.5922068,10.87347137,10.75971302,10.68301679
GNA11,12.69459135,12.36823278,12.62078145,12.50747661,12.70449308,12.64493918,12.82981532,12.73738261,12.64271277
GNA12,11.72598026,11.61679164,11.84189959,11.77234253,11.71837347,11.75078267,11.98906702,11.97203251,11.81800144
GNA13,11.35635756,11.36188313,11.40017995,11.46373599,11.27327894,11.21549216,11.48914208,11.27307837,11.75840947
GNA14,9.788904901,9.600329489,10.03907384,10.07738084,9.786572938,10.01768694,9.672481151,10.06250857,9.940241918
GNA14-AS1,6.638989549,7.044944973,6.868041258,7.425629035,6.73498076,7.072139542,6.409551506,6.714522994,6.843169369
GNA15,6.586085629,6.03651069,6.852476812,6.786665926,6.844261997,6.662984295,7.108605831,7.007772062,7.473480109
GNAI1,10.25328478,10.21014551,10.05524089,9.722853221,9.990956479,10.4029542,10.11694049,10.23821628,9.654337532
GNAI2,12.68805358,12.30644946,12.53185953,12.58099332,12.40137937,12.52250632,12.67918046,12.47298861,12.61356987
GNAI3,10.9211432,10.999323,10.86376338,10.908123,10.93312612,10.91015264,10.60024683,10.66834206,11.25516399
GNAL,9.243936644,9.564184689,9.144154005,9.220227874,9.304240431,9.221210201,9.202338757,9.346354098,8.999283811
GNAO1,8.241317762,8.079071413,9.141688699,8.215070247,8.348958495,8.138645093,8.356232645,8.981996481,8.728063723
GNAQ,11.96453734,12.00718293,11.92302042,11.9352151,11.91604705,11.87347231,11.97130983,12.00808611,12.04234855
GNAS,14.42039689,14.28960909,14.23816501,14.35407737,14.38206637,14.48885703,14.24138865,14.37338431,14.14336669
GNAT2,7.780710541,8.185591192,7.845791735,7.509237234,7.979865892,7.380134869,7.59196848,7.970771362,8.089056951
GNAZ,8.819425826,8.641636211,8.350183296,8.314075696,8.553329847,8.666050562,8.201615476,8.819781054,8.094868685
GNB1,13.47741125,13.48370284,13.43154023,13.43099762,13.525477,13.49938989,13.45401854,13.51758044,13.48528453
GNB1L,6.934019228,6.936235547,7.496146317,7.323623773,7.082916514,7.225042795,7.4576377,7.587585657,7.255503365
GNB2,12.27101742,12.03685043,12.18735683,12.25339485,12.13966291,12.38943939,12.36702617,12.34637064,12.26024488
GNB3,7.076935215,6.392371463,6.623160835,7.074132386,6.844261997,6.844261997,6.641273801,6.137238758,7.084939319
GNB4,10.22197279,10.21310889,10.09040735,9.95830572,9.950492256,10.11731544,10.24378608,10.08797433,10.05509862
GNB5,11.02788362,11.62856894,11.2852982,11.33125532,11.34730168,11.42508233,11.09122422,10.93727007,11.08247726
GNE,10.76422724,10.83450319,10.96168791,10.70696511,10.9342583,10.73294827,10.87143543,10.70906911,10.84012644
GNG11,9.41698601,9.469260284,9.281026936,9.51482042,9.286193776,9.547092627,9.305859016,9.236839494,9.400095621
GNG12,12.47923814,12.41196095,12.40430824,12.5462446,12.48829165,12.43156332,12.45768816,12.55730005,12.63312637
GNG12-AS1,8.648779611,9.029970031,8.812218104,9.136959382,8.78395575,8.609054836,8.52675384,8.697331772,8.871214378
GNG2,8.866570324,8.63127617,8.734285522,8.638150546,8.682662259,8.692444756,8.509822544,8.716802642,8.90085003
GNG3,5.098992931,6.419668554,6.025026039,6.410041139,6.002469741,5.929400076,6.589010108,6.268689382,6.151000638
GNG4,5.372307897,4.891827687,6.623160835,5.962022184,7.022304035,6.131038307,8.228818615,5.647211228,6.579597211
GNG5,10.41588371,10.17466404,10.47499049,10.56210562,10.47303362,10.44548401,10.53526361,10.43369458,10.78465514
GNG7,10.45244895,10.93845772,10.75273042,11.01333215,10.58835536,10.89474194,10.79081423,10.79201167,10.71227068
GNGT2,5.098992931,6.203464232,5.796012152,5.658772774,5.652425263,6.031115419,5.57356226,5.882662596,6.151000638
GNL2,10.01151911,10.04654934,10.10780345,10.04627332,10.05621716,10.05695295,9.728932606,9.725182931,10.42301428
GNL3,9.763843237,10.07968625,9.889915216,10.08486955,9.898382812,9.892941369,9.791317773,9.789487616,10.16723348
GNL3L,12.18186538,11.98411302,11.94756345,11.85813789,11.81170488,12.02110894,12.04886632,12.20880298,11.78947403
GNLY,6.509515986,5.799407998,5.983387752,6.988901075,5.287756726,6.662984295,5.978861993,6.603190695,7.002128384
GNPAT,10.63734576,10.9342583,10.74429728,10.66375048,10.72484177,10.71066639,10.50165897,10.49374451,10.5141062
GNPDA1,12.22407702,12.53119963,12.12024998,12.2793139,12.48641563,12.38760655,12.44532705,12.57700528,12.49274591
GNPDA2,8.56951731,8.614610507,8.652939966,8.434969437,8.568299586,8.633357823,8.329516852,8.425301776,8.755629604
GNPNAT1,10.00714557,10.14181636,10.1849416,10.14831067,10.17042237,10.14343895,10.34605625,10.31550783,10.25441679
GNPTAB,11.78677388,11.88770937,11.56505698,11.43309732,11.70655334,11.69776934,11.61280548,11.73154854,11.49852556
GNPTG,11.88906847,11.7379503,11.90751884,11.83982704,11.95384849,11.75263716,11.87651505,11.81088974,11.67981413
GNRH1,7.53052638,7.576074313,7.405922963,7.598694214,7.061196484,7.126825455,7.213216635,7.202062962,7.590640243
GNRHR,8.708216785,8.855818903,8.900971005,8.480946941,8.652647178,8.551494711,8.316639829,8.617100535,8.773368046
GNRHR2,5.788099188,6.660875693,6.135364396,6.846545041,6.663363294,6.23180676,5.056198999,5.9731009,5.930661795
GNS,14.84354324,14.86786507,14.81399423,14.86053554,15.03537442,14.89969464,15.00803398,15.02651881,14.76290442
GOLGA1,10.89615434,11.06206327,10.8864169,10.87648401,10.80600536,10.90887813,10.86307997,10.96108967,10.68642871
GOLGA2,12.02909545,11.98110935,12.00524316,12.19338672,12.14315139,12.13175772,12.19094333,12.10075532,12.32002562
GOLGA2P11,6.076771095,6.203464232,5.746240954,6.885903317,5.801587861,5.513473953,7.14331382,6.574862289,6.796352892
GOLGA2P5,11.68343899,11.85694059,11.57089344,11.69068426,11.75734337,11.77800607,11.78457659,11.84407954,11.47145115
GOLGA2P7,4.857742667,6.744924022,5.840430671,6.304624909,6.07804668,5.706134427,6.553187758,5.934944458,4.256894994
GOLGA3,12.73658293,12.50303264,12.58223024,12.55842579,12.57153154,12.64110408,12.75447828,12.72650286,12.50716013
GOLGA4,13.36079304,13.41301676,13.24438463,13.19245031,13.32562268,13.34019237,12.61356987,13.00998761,13.5681581
GOLGA5,10.81760753,10.81447907,10.85164348,10.87490138,10.87102897,10.88353832,10.4469826,10.66188232,10.78972195
GOLGA6L3,6.237960361,6.22749968,6.373904567,7.24480591,6.758590332,7.225042795,6.589010108,6.108030707,6.494164084
GOLGA6L5P,7.849871266,7.927416124,8.344113964,8.66035641,8.341133932,8.195272324,8.545884605,8.188359759,8.132979734
GOLGA7,10.63734576,10.78398291,10.63893875,10.72260176,10.93893931,10.74638309,10.56836454,10.66353069,10.58705569
GOLGA7B,3.696397876,4.389545593,5.378453205,4.761959094,4.98945788,5.159483262,4.204476462,4.456702013,5.495287309
GOLGA8A,11.09122422,10.59140261,10.66088088,10.67502638,10.78345537,10.43818621,10.47778156,10.91485919,10.94755764
GOLGA8B,10.66486381,10.93845772,10.91419801,10.85887805,10.76019921,11.0605026,10.43802493,10.76907147,11.01333215
GOLGA8H,8.115316018,8.017397666,7.599769255,7.874035053,8.3641616,8.256667587,8.049736246,8.244451863,6.953395967
GOLGA8M,8.81511085,8.438157553,7.760857671,8.66035641,9.157038954,9.002498216,8.211101106,9.062712788,8.008868446
GOLGA8N,7.28276861,7.576074313,7.031700521,8.298095906,7.022304035,7.364522918,8.069513571,7.872501078,7.106119391
GOLGA8O,6.263586612,6.365975693,5.746240954,6.22067355,6.967988437,6.328497535,5.793170131,6.037648533,5.88468562
GOLGA8R,8.121112895,8.31490405,8.173524514,7.951445129,8.093830331,8.211555623,8.329516852,8.215410364,7.555511854
GOLGB1,14.05284288,14.17662271,13.9458017,13.92112076,13.93152251,13.93428095,13.64603483,13.69068815,13.97020446
GOLIM4,12.18127174,11.95652194,12.07992221,12.08618465,12.08441784,12.02597086,11.71807891,11.96909941,12.087541
GOLM1,12.26535774,12.2112705,12.28827321,12.26187171,12.48246402,12.54367549,12.23854906,12.38428256,11.94550885
GOLPH3,11.68196296,11.72989279,11.89205747,11.72611258,11.72584794,11.74111607,11.76700995,11.76620776,11.9159134
GOLPH3L,10.75081998,10.8445408,10.79888012,10.62906339,10.73631947,10.6791726,10.59031711,10.64058733,10.49562497
GOLT1A,7.259287196,7.535315213,8.036086519,7.551352834,8.411213888,7.029053124,8.46319995,7.872501078,7.927675007
GOLT1B,8.65974649,8.58195025,8.897167865,8.538343235,8.757031877,8.581300193,8.584112072,8.517802099,9.250463792
GON4L,12.59532027,12.61006994,12.45474096,12.44403823,12.49647462,12.59237016,12.40761686,12.50564115,12.26879065
GON7,7.752951735,7.822849212,7.368394619,7.639276184,7.580967032,7.586591971,7.226183555,7.457011237,7.689200689
GOPC,10.58747479,10.37979032,10.4679981,10.456033,10.406399,10.46428279,10.26901494,10.53114682,10.4170214
GORAB,8.212537707,8.152474586,7.860263131,7.969303752,8.46039651,8.12340908,7.780710541,8.003575172,8.080559437
GORASP1,11.3508689,11.41821744,11.33125532,11.33297217,11.41919613,11.37492656,11.56827512,11.48538123,11.42386366
GORASP2,11.04047366,11.0605026,11.12507917,11.35552736,11.31544147,11.34830805,11.25909281,11.39734884,11.31544147
GOSR1,11.54754831,11.59461974,11.64469764,11.58516204,11.60315906,11.64864503,11.63048148,11.67039349,11.48640722
GOSR2,12.61561666,12.44346218,12.49911166,12.19047848,12.5664086,12.39898339,12.52659152,12.60265633,12.34379118
GOT1,12.43598691,12.6840744,12.57364435,12.46329534,12.54703335,12.65339161,12.57845909,12.62745941,12.53476576
GOT2,12.42214029,12.69089441,12.54033147,12.55899617,12.50684365,12.65158078,12.57153154,12.57922784,12.50372565
GP1BA,9.666047539,9.991217162,9.868094214,9.41045487,10.12340894,9.722698915,9.94972665,10.18158173,9.618452659
GP2,11.42950772,11.0021784,10.36941492,10.95792014,11.41480209,12.08461107,10.37786182,11.60119804,9.994125391
GP6,6.13509341,6.882626786,6.485536648,7.533393648,7.959476735,5.96408063,6.605626149,6.237591935,6.43754319
GP9,1.998084263,3.0005806,1.266313173,4.204476462,1.654634553,0.442557096,3.597108224,2.654638801,0.746672846
GPAA1,12.73419809,12.38612529,12.57884346,12.63774191,12.62775974,12.69978668,12.78930985,12.84233562,12.55096752
GPALPP1,9.635224042,9.430899399,9.567477215,9.568672605,9.366980449,9.555400222,9.544288269,9.441154351,9.275235645
GPAM,9.905136036,9.84493003,9.580190539,9.346515971,9.727401267,9.60823889,9.807718496,9.666327099,9.389108021
GPANK1,5.903016374,0.419360613,1.266313173,1.04900997,1.654634553,1.616081744,0.485446671,5.791916165,5.418447844
GPAT2,7.545106016,7.05867966,7.107756687,7.24480591,7.040093274,6.906621424,6.843512707,7.13307868,6.953395967
GPAT3,12.93581685,13.54501914,13.61823153,14.18790527,13.50784072,13.61212947,12.91908863,13.50426076,13.97606174
GPAT4,12.18011292,12.46205755,12.0585604,12.56452182,12.5086081,12.28496255,12.57569109,12.48560145,12.49941152
GPATCH1,9.833460729,9.966520613,9.731069083,9.739984284,9.982776336,9.994304451,9.695151698,9.725182931,9.48250209
GPATCH11,9.112279517,9.136607886,9.008611306,8.830133888,8.95377542,8.942195628,9.029148482,8.84228128,8.981831521
GPATCH2,10.07067487,10.19017944,9.96669368,9.938007424,10.12745108,9.852824159,10.04840293,9.922325093,10.20589503
GPATCH2L,12.58223024,12.71708708,12.5561891,12.67668267,12.58360621,12.52309085,12.57643276,12.42159028,12.58435505
GPATCH3,9.539422924,9.472600353,9.604878345,9.631021736,9.755537276,9.616014135,9.619201904,9.655543479,9.570134897
GPATCH4,9.234295616,9.409859556,9.334940331,9.167656254,9.47598105,9.295817738,9.30200149,9.404369199,9.570134897
GPATCH8,12.0241255,12.02802153,12.05430308,12.07221627,12.02869458,11.96318822,11.98588008,11.84976513,11.91239828
GPBAR1,5.689267514,6.274879409,6.167347055,5.840663217,6.207337129,6.560987943,6.283133255,6.037648533,6.737159978
GPBP1,11.60931999,11.60931999,11.56505698,11.4470715,11.54710883,11.54860783,11.37622046,11.35126542,11.80790826
GPBP1L1,12.4108645,12.44728619,12.43779887,12.39941335,12.42586225,12.41004981,12.2645567,12.31457522,12.40566612
GPC1,10.85420571,10.60413707,10.68400403,10.90012246,10.6738166,10.89656752,11.27686458,10.76312942,11.17028349
GPC2,4.797846437,4.389545593,5.441351628,5.393277911,5.357468636,4.25234898,4.921480383,4.968325678,4.755505551
GPC3,11.54386306,11.41411539,12.68078034,11.51807853,12.3328854,11.42508233,11.20291916,12.30292115,11.11532933
GPC4,11.90383178,12.10283117,12.16138749,12.0003963,11.72390824,11.78820634,11.68732011,11.77949851,12.04743299
GPC5,6.436501688,7.639155192,6.934355559,8.56368538,6.79812956,7.917563326,7.780710541,7.335258958,6.338516403
GPC6,11.14068599,11.37836448,11.27396247,11.28308076,11.25145787,11.07482114,10.48696373,11.39826401,11.23815948
GPCPD1,10.89891835,10.59813949,10.8812579,10.65435908,10.57471101,10.63940405,10.98760177,10.69227151,11.11532933
GPD1,14.24678443,14.12464785,14.37811418,13.8577712,14.37811418,14.38698503,13.93152251,14.47005354,14.23816501
GPD1L,11.67582173,11.73154854,11.58226003,11.34720228,11.6329739,11.50478904,11.5673736,11.57289893,11.55575958
GPD2,10.2689619,10.44379654,10.31515421,10.19250813,10.31186877,10.4029542,10.29048472,10.20954112,10.42109471
GPER1,9.491902305,10.06192933,9.731069083,9.864083607,9.981005269,9.694937741,9.95413432,10.02881954,9.529838492
GPHN,12.25230163,12.40949971,12.35079105,12.55654288,12.55020146,12.22959406,12.48322213,12.47801368,12.41652975
GPI,13.89286503,13.94252323,13.71879938,13.94813454,14.03289937,14.11528903,14.17662271,14.10052963,13.87598552
GPIHBP1,8.058579254,7.141946243,8.432008877,7.732993297,6.967988437,7.089233158,7.525185582,8.197367734,8.410738168
GPKOW,9.993992107,9.927828943,9.968910888,9.922325093,9.775084228,9.821501361,9.827635585,9.735360488,9.721982688
GPLD1,8.563198625,8.999809879,8.523623555,8.835108796,8.867023942,8.449992117,8.36222417,8.625552228,8.468491034
GPM6A,7.731140276,7.67220104,7.216012551,6.359746541,7.729844758,8.185040129,7.381623243,6.944029092,7.125645567
GPM6B,9.007089935,8.813522853,8.582896388,8.184697642,8.624383888,8.575019235,8.165592646,8.391218935,8.822448765
GPN1,9.879733289,10.10879919,10.01768694,10.01784567,10.11382904,10.0368366,9.902704923,9.94908418,10.08267152
GPN2,10.02202513,10.06192933,10.02120189,10.05247255,10.2375299,10.19097707,10.2599519,10.31550783,10.03973253
GPN3,9.088346236,8.909025413,8.955814984,8.813309144,8.931663111,8.915164657,8.73102958,8.703504424,9.0613366
GPNMB,10.5768645,10.74521689,10.49515889,10.71302146,10.50399905,10.84972062,10.80758627,11.24017412,10.19220725
GPR107,12.66698197,12.57337516,12.48774021,12.58099332,12.61422386,12.63002596,12.57569109,12.6256698,12.46463913
GPR108,11.79179504,11.81457234,11.56974673,11.81320151,11.74837352,11.84754533,11.94843778,11.70081823,11.52910871
GPR132,9.804222767,9.414224846,9.848923235,9.774592978,9.734084898,10.30307369,10.17879476,9.245933991,11.55575958
GPR135,8.890953558,8.546836155,8.334071431,8.711685608,8.799999349,8.849864197,9.002498216,9.003624471,8.165036476
GPR137,10.37786182,10.12527543,10.36449063,10.53468646,10.53468646,10.5339919,10.76084421,10.74650042,10.40036773
GPR137B,12.30644946,12.39599462,12.43715617,12.26289602,12.43442478,12.24748483,12.50502596,12.55207915,12.60758364
GPR141,5.903016374,5.904386329,6.201278458,6.000423773,5.961152606,6.385494344,6.311870824,5.791916165,5.284905053
GPR143,8.145891492,8.376357351,7.669891727,8.302401095,7.022304035,8.160803785,8.351271345,7.759894153,8.635213996
GPR146,9.180280446,9.437725246,9.2991428,9.635382095,9.198419574,9.199985763,9.263046819,9.487842769,9.365510616
GPR15,4.857742667,4.13182593,4.003707171,4.087124805,1.654634553,1.616081744,4.416166294,0.434558309,3.554440151
GPR153,8.551658288,8.257642049,8.471072763,8.091955581,7.928996012,9.657625786,8.743067316,9.28947145,8.573098505
GPR155,12.29123172,12.845077,12.89972628,12.24102187,12.90552787,12.14656675,12.33587563,12.6009677,12.46083476
GPR157,8.212537707,7.986586795,7.986934311,8.066679911,8.07012173,8.264691392,8.790958679,8.496222471,8.302047509
GPR160,10.04079098,10.28416147,10.32978389,10.24195513,10.34043324,10.17374965,10.02559737,10.26622235,10.33028861
GPR161,8.708216785,8.841158763,8.91963754,8.559727596,8.372617528,8.718773684,8.816443018,8.686772611,8.545706737
GPR162,7.48260711,7.026081044,7.509237234,7.584682956,7.301268073,8.01831508,8.228818615,7.770385712,7.881646277
GPR17,10.33971334,9.701802588,9.287975417,9.151560409,9.729709996,9.295817738,9.524784581,9.922325093,9.415227511
GPR173,8.201117246,7.70169164,7.831948611,8.107498699,8.064543744,7.821236195,8.36222417,8.391218935,7.801737739
GPR174,5.538688203,5.406459471,5.6928734,5.146994618,5.357468636,4.63956861,5.117636063,4.659530302,6.030486772
GPR176,8.309430274,8.653626113,8.712164958,8.669019208,9.009735188,8.80702852,8.63840975,9.140414958,9.147634267
GPR179,5.451537463,6.299495117,5.104620564,5.495287309,6.312456567,5.840198124,6.104776722,5.583250221,5.697619513
