Symbol,N2A,N3A,N5B,N6B,N7B,N8B,N10B,N12B,N13B
GAPDHS,8.190991832,8.23562615,7.760857671,8.371512692,8.212942667,8.47954526,8.404501316,8.44815245,7.590640243
GAPT,4.585649636,4.511066048,4.984411315,4.204476462,4.57293207,4.089789182,4.863434937,4.659530302,4.499616166
GAPVD1,12.33365006,12.58289427,12.33035058,12.43033857,12.28445399,12.27649868,12.44346218,12.3547557,12.40791769
GAR1,7.965758952,7.927416124,7.797541614,7.904387454,8.113977339,8.087556681,8.134392705,8.069513571,8.31946688
GAREM1,12.00315652,12.31757258,12.36397463,12.29371955,12.29462017,12.15137748,12.04541262,12.20575903,12.07103689
GAREM2,7.033211848,6.898593842,9.185341539,7.467210947,7.655617527,7.466368669,8.121112895,7.49660602,9.518623759
GARNL3,9.873798854,9.596855361,9.923560894,9.543522447,9.846661755,9.770766378,9.413357409,9.629732206,9.427817008
GARS,11.25657362,11.52172047,11.26375697,11.52484707,11.46321673,11.32087472,11.43563299,11.39395838,11.46188815
GART,11.04951851,11.32543456,10.94204148,11.01779471,11.01950077,11.02767402,10.91211913,10.9511628,10.98569635
GAS1,10.01698655,9.698546077,10.26550021,10.4056345,10.18662022,9.573035634,11.04455717,10.55672407,10.39857088
GAS1RR,5.997889512,5.97280008,5.796012152,5.80223584,6.447907921,5.885422472,5.57356226,5.791916165,5.132698699
GAS2,8.792771131,8.497772012,8.94743932,8.389299255,8.830569205,8.936667419,8.083285618,8.489811238,8.425078827
GAS2L1,10.19193434,10.13521189,10.3937434,10.04898617,10.22538636,10.2838471,10.55134159,10.3791267,10.26217207
GAS2L1P2,8.219819187,7.228069722,8.125697281,8.192831146,8.075519652,7.225042795,7.427369132,8.297684374,7.854146283
GAS2L3,8.923573452,8.455306625,9.131206198,8.615123038,8.419287459,8.114801634,9.07030443,9.047577827,9.346677845
GAS5,9.3782757,9.878496789,9.685952402,9.892494952,9.451716562,9.547092627,9.305859016,9.450980639,9.717321542
GAS5-AS1,6.747734436,7.008581395,6.817177418,6.546994139,7.119853642,6.638989549,6.605626149,6.448861196,6.69677706
GAS6,12.37730012,12.02327883,12.23537091,12.39599462,12.2148013,12.33152192,12.49428085,12.324987,12.07754809
GAS6-AS1,7.780710541,7.917563326,7.7520428,8.389299255,7.785818263,7.719303155,8.092211294,7.661643992,7.801737739
GAS6-AS2,6.806496268,6.608272441,6.71409991,6.724763979,6.820703261,6.662984295,6.453360511,5.837465005,6.401147436
GAS7,9.084588882,8.636653393,8.567215537,8.463152361,8.440330219,8.581300193,9.170535143,9.062712788,9.089683229
GAS8,10.7387006,10.71159523,10.70945756,10.82988893,10.96764926,11.12872266,10.80946199,10.8368924,10.53759822
GAS8-AS1,7.996017194,8.102584679,7.797541614,8.144453792,8.271354471,8.234107024,8.428800782,7.86135787,7.760984268
GATA1,5.584042184,5.027123983,4.984411315,5.495287309,5.406459471,5.618548137,4.791761528,5.3632127,4.964653917
GATA2,11.62299971,11.51807853,10.75081998,11.73172881,11.09021416,11.04378942,10.74076403,11.79650843,10.4866001
GATA2-AS1,8.703023056,8.776234516,8.46319995,9.207359755,8.372617528,8.421187335,8.437089451,8.99046986,8.440330219
GATA3,11.71633933,11.44769221,11.30148456,11.29485735,11.343561,11.41895938,11.4231248,11.76745767,11.05579608
GATA3-AS1,8.960153012,8.667171731,8.805435158,8.763984817,8.492051947,8.661406125,9.101395772,9.074261448,8.486245914
GATA5,8.376357351,7.917563326,8.366680971,9.359632566,8.058084216,8.458892637,8.220374663,7.914786299,8.232655097
GATA6,8.212537707,7.008581395,8.905075864,8.615123038,8.113977339,7.626515946,8.867023942,8.325474188,9.477745702
GATAD1,11.4717833,11.40210781,11.4426922,11.45752686,11.46321673,11.49102441,11.38753189,11.35819854,11.2937262
GATAD2A,12.29644986,12.21425153,12.37204644,12.56320763,12.39461973,12.44864117,12.59491934,12.60404492,12.61675828
GATAD2B,12.22137693,12.2567648,12.19731393,12.36425429,12.20687289,12.12433653,12.14705008,12.18501066,12.136108
GATB,10.65310039,10.89268889,10.84947245,10.85233197,10.88857964,10.99968097,10.68921879,10.95281958,10.68086007
GATC,11.38560919,11.5387934,11.04416378,11.25586546,11.2937262,11.22983564,11.17062313,11.16389702,10.99299929
GATM,16.68072034,17.15144268,16.76088266,16.98702132,16.84790866,16.76088266,16.04501939,16.84790866,16.61932321
GATS,10.51801909,10.40327265,10.56844041,10.87581858,10.44746421,10.50119565,10.74311152,10.50908834,10.27951998
GATSL2,9.017637286,9.24491335,9.503812143,9.56472519,9.193725465,8.889554899,9.499844444,9.062712788,9.266875519
GATSL3,10.33196527,10.05899565,10.80308256,10.10780345,9.964656558,9.76789805,10.58914444,10.10751415,10.26458713
GBA,11.54032547,11.74218371,11.61212511,11.57638926,11.61248592,11.64230931,11.78125888,11.77370416,11.47380889
GBA2,12.90631871,12.98464356,12.92580723,12.75221,12.85182219,12.95991318,13.02649827,12.91984091,13.03312997
GBA3,12.67982022,12.92026695,12.43930924,12.38357321,12.60404492,12.91590872,11.86178453,12.27498078,12.12199854
GBAP1,8.089865415,8.241578804,7.860263131,7.836312965,8.264476573,7.763577943,7.959903266,8.461676704,7.812081629
GBAS,10.94982195,10.9703404,10.91588875,10.91930031,11.06786522,10.81244878,10.63757837,10.58687362,10.76631944
GBE1,11.38336116,11.75336164,11.3943028,11.57680901,11.82285485,11.34410906,11.51615489,11.55333199,11.30177449
GBF1,13.11544767,13.16058676,13.02607825,13.0876308,13.06522092,13.15994023,13.10939469,13.04389883,12.93660815
GBGT1,9.091738044,8.682885644,9.310175794,8.359776917,9.223847956,8.324453941,9.290847917,8.648565725,8.52181798
GBP1,10.03289263,10.07293994,10.24317699,10.2838471,10.21940881,10.13650331,10.16066046,9.984389149,10.39390428
GBP1P1,5.156985482,6.338748949,6.025026039,5.728357638,4.160128555,5.751290426,5.978861993,5.529456535,5.697619513
GBP2,9.923844308,9.633055889,9.991055029,10.14831067,9.799301079,9.980207063,10.2599519,9.589403152,10.33226829
GBP3,10.88840879,9.936815811,9.745225791,10.10967369,10.37264872,9.939659967,10.79368286,10.59661434,10.81023468
GBP4,11.4717833,11.19522508,11.24486779,11.57583134,11.2911527,11.11801698,11.09122422,11.15736173,11.06727587
GBP5,7.731140276,6.836930713,7.339488535,7.866001129,7.268596954,7.335015916,8.505392032,6.984647495,7.975151018
GBP7,6.053109081,6.511518267,6.268252176,5.331806313,5.876104227,6.638989549,5.496524758,6.166620386,5.132698699
GC,5.490838745,6.553187758,6.71409991,5.393277911,10.4548066,8.969001893,4.605649256,10.33698816,8.388127526
GCA,9.125393634,9.047133945,8.90884453,9.037174216,9.253767949,8.946933968,8.79461314,8.768552368,8.989580077
GCAT,9.941052689,10.1786291,9.784223399,9.738087842,9.993091967,10.85164348,9.846033232,10.41823617,9.576931836
GCC1,10.47583329,10.52364043,10.35772984,10.19250813,10.3794584,10.40502271,10.49101344,10.46061276,10.4885796
GCC2,11.79650843,11.81987081,11.55121775,11.5678312,11.51310927,11.52792498,11.22285371,11.23934658,11.77184539
GCDH,11.2450186,11.40559395,11.92975299,11.21016784,11.66249745,11.95511652,11.08310191,12.08545484,11.7589904
GCFC2,10.43566691,10.24846892,10.14516024,10.19713243,10.35155537,10.3813455,10.08775266,10.10248372,10.23185687
GCGR,10.65138393,10.17170187,10.68526459,10.8893616,10.6249956,11.01205923,10.95730739,10.75273042,10.59939245
GCH1,10.54301288,10.94720275,10.91419801,10.98313625,10.89962124,10.4083694,10.77079055,10.82346594,10.93477761
GCHFR,10.30269476,10.82025506,10.45739304,10.50165897,10.78233412,10.36458971,10.56568207,10.62879256,10.48078724
GCLC,10.96520772,11.5699819,11.28179065,11.2354681,11.22779931,11.24556907,10.86093582,11.10836594,11.45752686
GCLM,9.872133608,9.973176761,10.04627332,9.911127002,9.879118811,9.970270969,9.865313913,10.03116326,10.2586411
GCM1,6.767412611,7.67220104,6.693607415,5.919503061,6.904855721,8.73742947,5.978861993,7.305033308,6.226890657
GCN1,13.18489968,13.25353457,13.07272563,13.15368805,13.12794347,13.1363043,13.25418315,13.19591775,12.99927622
GCNA,8.173524514,8.438157553,8.2349027,8.059698149,8.019092054,7.874300339,7.688301033,7.770385712,8.613545838
GCNT1,8.219819187,7.936299555,8.312279354,8.107498699,7.729844758,7.897144795,7.908337731,7.748919746,8.048561917
GCNT2,11.34224884,11.69068426,11.47395897,11.9082495,11.57757471,11.46236919,11.34372742,11.4498016,12.31524995
GCNT3,6.436501688,6.70972732,6.71409991,6.97170825,8.233498895,6.447155806,8.260010626,7.661643992,7.843245146
GCNT4,8.353807025,8.768995972,8.078754307,8.424105612,8.691313222,8.799533789,8.335881498,8.44815245,8.678903578
GCNT7,7.849871266,7.437881034,7.737320073,7.584682956,7.634491643,7.687826534,7.696265936,7.238616356,7.714702175
GCSAM,8.587497536,8.626043537,8.540098028,8.626745297,8.387250716,7.917563326,8.803719683,8.339007136,9.275235645
GCSH,10.18792027,10.28726568,10.22767539,10.1106019,10.17999788,9.939659967,9.629373101,9.922325093,10.20900159
GCSHP3,9.839679146,9.994657608,9.654337532,9.627918915,9.650108345,9.688119072,9.490511072,9.806305778,9.474173685
GDA,13.23063604,13.5731746,13.01273051,13.52877937,13.41141437,12.87932308,13.53702473,13.45220866,13.39920199
GDAP1,9.131206198,9.405764591,9.416223933,9.356583075,9.311722017,9.257369205,9.121926931,9.236839494,9.215234988
GDAP1L1,8.074173592,8.129645034,7.891967576,7.551352834,7.6904008,7.986934311,8.01958018,7.833266755,6.43754319
GDAP2,11.63856627,11.81184757,11.59365301,11.51764325,11.63617307,11.51559608,11.57305611,11.54778586,11.53322246
GDE1,11.1586444,11.4402981,11.06144862,11.30785783,11.3632189,11.28567971,11.37536235,11.4321332,11.22999089
GDF11,9.119417318,9.128335634,9.390596956,8.878008624,8.979149827,8.844601468,9.32844518,8.99507014,9.266875519
GDF15,11.83279033,11.30534955,11.75288204,13.11153348,11.79688158,11.45921167,11.24211027,12.01226458,13.32438805
GDF3,0.404162917,0.419360613,1.266313173,6.929332277,3.292087985,5.65949343,1.283524232,4.037543861,5.566564234
GDF5,0.404162917,2.447212526,2.947955558,3.37114252,4.316935937,0.442557096,1.283524232,2.654638801,3.554440151
GDF6,6.411467652,6.299495117,5.378453205,5.495287309,6.471907584,5.406099143,4.314948145,7.619389146,5.215603801
GDF7,11.51429852,11.68679252,11.69311719,11.46101649,11.46321673,11.39164638,11.76918197,11.19314897,11.54539544
GDI1,12.15431344,12.09140655,12.1537725,12.1770879,12.07391911,12.12835472,12.27878514,12.18896487,12.23446153
GDI2,12.88704545,13.0876308,12.97354467,12.68142762,12.99202334,13.01794505,12.58513577,12.7253058,12.89287746
GDNF,6.053109081,6.250355367,7.20116429,7.755738788,6.521272781,6.328497535,6.641273801,6.333090763,7.065585548
GDNF-AS1,7.780710541,7.782537987,8.148212761,8.820282486,7.185369534,7.072139542,7.83596931,6.333090763,7.881646277
GDPD1,7.365907204,7.957573038,7.153296236,7.425629035,7.481172154,7.481172154,7.418193371,7.202062962,7.385737421
GDPD2,6.387539847,6.511518267,5.796012152,6.546994139,6.037173107,5.795291497,6.213932589,6.547871345,5.049927593
GDPD3,8.718670084,8.933738979,9.306241812,8.959595814,9.51771329,9.089256193,9.150279962,9.461729747,9.211939264
GDPD4,6.747734436,7.661643992,6.647365232,6.929332277,7.518048752,6.662984295,7.018881151,7.482475429,7.125645567
GDPD5,8.296231005,8.176131443,8.682182232,8.338333129,8.58053595,8.567977885,8.500588093,8.419551473,8.648565725
GDPGP1,8.729326844,8.704353291,8.59047115,8.271552797,8.601808559,8.534124127,8.95681996,8.686772611,8.494777015
GEM,9.829222592,9.401563604,10.29965502,10.25382932,9.708716461,9.88897587,9.777439404,9.510541419,11.02767402
GEMIN2,7.664716876,7.745885716,7.639276184,7.533393648,7.568732379,7.614631831,7.427369132,7.687826534,7.86829855
GEMIN4,9.808240121,10.18858082,9.951230298,9.87339143,10.09432227,9.939659967,9.991488202,9.940695435,9.766103405
GEMIN5,10.02980754,10.908123,10.65391016,10.60878325,10.53468646,10.55274235,10.5185159,10.63647423,10.38922534
GEMIN6,7.904122901,8.491156288,8.334071431,8.271552797,8.5394408,8.406047419,8.134392705,8.188359759,7.790288362
GEMIN7,8.296231005,8.446243475,8.326291399,8.378428808,8.372617528,8.508672363,8.211101106,8.482841156,8.494777015
GEMIN8,9.934980891,9.817946929,10.20654933,9.776042903,10.275886,9.691603988,9.698546077,9.730165448,9.730584972
GEMIN8P4,6.638989549,6.660875693,6.401147436,6.724763979,7.022304035,6.79496561,6.037648533,6.714522994,6.226890657
GEN1,9.243936644,8.922882854,8.849117983,8.956088677,8.924533013,8.793073521,8.345765524,8.857353895,9.477745702
GET4,11.7712865,11.26637627,11.56680388,11.6592991,11.59653502,11.7672598,11.50419584,11.91771784,11.51822554
GFER,9.763843237,9.776042903,9.943592316,10.02402614,10.03076807,9.885148202,10.0214948,10.3760357,9.725480602
GFI1,5.997889512,5.731967914,6.135364396,5.577430065,6.002469741,5.284905053,6.389197181,6.004504069,6.43754319
GFI1B,1.406277477,2.447212526,1.266313173,2.669862696,0.436158066,1.616081744,1.283524232,3.081863027,0.746672846
GFM1,11.75441977,11.85996505,11.69420859,11.58226003,11.78062017,11.74550139,11.45962575,11.60292649,11.70444119
GFM2,10.56140078,10.77034837,10.68301679,10.599663,10.65806959,10.63940405,10.57364054,10.72843459,10.50684086
GFOD1,8.732478964,8.901644006,9.080126113,8.292032752,8.278709922,8.80702852,9.205680625,8.94567127,9.275235645
GFOD2,10.57875577,10.64749433,10.79830397,10.90161185,10.62964514,10.75809827,10.83403516,10.54266962,10.80297495
GFPT1,11.79471712,11.90556223,11.76870889,11.8666839,11.7957076,11.83183015,11.70061991,11.84055376,11.84469374
GFPT2,8.00961531,7.735619967,8.257452226,8.170939514,8.093830331,7.938082304,8.625199423,7.414622911,8.950967664
GFRA1,11.19314897,10.83790063,11.72971527,10.42943733,11.35430413,11.00059746,11.47411059,11.86047958,11.12259214
GFRA2,5.747724792,6.004504069,5.946140458,6.10985839,6.312456567,5.569897532,6.132876231,6.20094042,6.108030707
GGA1,11.70184263,11.46999693,11.50777531,11.56718225,11.53979794,11.6739291,11.69044663,11.61921792,11.49138326
GGA2,13.1404325,13.38235572,13.16462126,13.18906533,13.37209246,13.15235555,13.38762035,13.43533313,13.21314612
GGA3,11.33952534,11.25095027,11.20067311,11.26028621,11.32256118,11.30931648,11.51389707,11.31136938,11.37452143
GGACT,11.48594801,11.46188815,12.05196356,10.87940065,11.07104482,11.59365301,11.25174009,11.30361442,11.40669437
GGCT,9.581367716,9.440604587,9.609846302,9.627918915,9.540270299,9.616014135,9.006829316,9.524595068,9.501614122
GGCX,12.17648531,12.17038554,12.00079565,12.00341727,12.04234855,11.99354913,12.05142474,11.93855597,12.08517424
GGH,11.48125394,11.82208412,11.41131267,11.50873178,11.71923297,11.3223866,10.59233375,11.50803029,11.37873755
GGN,5.903016374,6.274879409,6.428820777,5.273028493,6.28765358,6.473564235,6.971421885,6.483424686,6.065036596
GGNBP2,11.27783195,11.36125939,11.31797261,11.2023925,11.21746904,11.26151462,11.02073745,10.99843796,11.38182032
GGPS1,9.804222767,9.939296769,9.892514228,9.827399627,9.961869563,9.873536927,9.754899539,9.740845722,9.876620781
GGT1,13.73570465,14.10052963,13.43763548,13.48695624,13.89286503,13.70859005,13.81087086,14.03289937,13.82479362
GGT3P,7.821770573,7.24480591,8.497772012,8.711685608,8.3641616,8.131480971,9.173796515,8.454072154,8.197428792
GGT5,11.64230931,10.49291359,12.04014805,10.87119554,11.46621328,10.77113794,11.31266074,11.97448215,11.37793671
GGT6,12.40597902,12.21706506,12.56452182,12.55357066,12.48246402,12.72778541,12.68110398,13.12927825,12.46269849
GGT7,11.37465599,11.14830794,11.31297188,11.42020221,11.26067713,11.29689604,11.51168054,11.31906763,11.22028109
GGT8P,10.25452258,10.11012745,9.968910888,10.13353269,10.01658835,10.27100981,10.34605625,10.38040901,10.70360569
GGTA1P,7.844070968,7.084418659,7.576537622,7.210470429,7.831409879,7.719303155,7.36197875,7.169778796,7.637013304
GGTLC2,7.209174496,6.447155806,6.528673242,6.332226594,6.73498076,6.199745754,6.428820777,6.895120524,6.69677706
GHDC,12.14521262,12.05903843,12.18107692,12.1032743,12.03991451,12.08325289,12.04886632,12.12767184,11.91993734
GHITM,13.40948887,13.52877937,13.36726824,13.46267833,13.47892106,13.52877937,13.17202505,13.505945,13.37805919
GHR,10.95692481,11.36515,11.32572567,11.22323406,11.19180013,11.07716376,10.78398291,11.03024214,11.04810219
GHRHR,5.098992931,5.358534795,5.32095547,4.761959094,5.132698699,4.990298796,4.791761528,5.691598713,5.418447844
GHRL,7.780710541,8.008868446,7.819192767,7.854018701,7.808719058,7.917563326,7.738875565,7.770385712,7.760984268
GHRLOS,8.563198625,9.147119613,8.682182232,8.527116771,8.677716047,8.638889812,8.345765524,8.568523353,8.360887052
GID4,9.801580481,10.28726568,10.08694896,10.03797598,10.20258404,9.808018743,10.07087085,10.10248372,9.865157039
GID8,11.14501124,11.33280805,11.13358218,11.03537187,11.2221451,11.17224405,11.19492483,11.11131696,10.99710758
GIF,7.495686614,8.484469162,7.405922963,7.664527599,8.019092054,7.452843443,7.393676056,8.532550639,7.168583877
GIGYF1,12.90229693,12.61649507,12.69428279,12.76004017,12.73803591,12.8560354,12.81964664,12.69685666,12.59656044
GIGYF2,12.90385409,13.01530392,12.85380113,12.86306949,12.86907451,12.885624,12.74496441,12.84830219,12.67248841
GIMAP1,8.556627892,8.762423636,8.582896388,8.292032752,8.140716481,8.782363384,8.441290218,7.993132959,8.24085405
GIMAP2,7.645756355,7.52378244,7.780524204,7.675768286,7.167477278,7.821236195,7.299412944,7.028601391,6.976706114
GIMAP4,9.605060021,9.590553605,9.835656758,9.512121207,9.366980449,9.837660625,9.373574148,9.151007147,9.487594721
GIMAP6,10.67479868,10.66408575,10.36449063,10.4973363,10.18508957,10.43547854,10.31815008,10.35195401,10.4083694
GIMAP7,9.302711529,9.143338694,8.838389985,8.947949175,8.58053595,9.089256193,8.417904397,8.419551473,9.12357153
GIMAP8,10.81296412,10.72421552,10.61467737,10.62906339,10.37635848,10.73294827,10.47033183,10.27127217,10.67934083
GIN1,8.603814819,8.749834075,8.339566572,8.215070247,8.380787125,8.398667174,8.097767609,8.372976957,7.975151018
GINM1,11.56310497,11.65185932,11.43445382,11.46101649,11.48171157,11.41151091,11.25746,11.30985077,11.55020225
GINS1,7.076935215,7.367030562,6.669473698,7.347300833,7.518048752,7.466368669,7.570238883,7.672016816,7.198761189
GINS2,5.098992931,6.447155806,4.984411315,5.577430065,5.4598118,5.08884217,5.610871796,5.647211228,4.755505551
GINS3,6.586085629,6.553187758,6.485536648,6.524946049,6.521272781,6.473564235,6.338748949,6.365736356,6.338516403
GINS4,6.263586612,6.317686954,6.236174254,6.50110454,6.73498076,6.948760029,6.641273801,6.844261997,6.643192109
GIPC1,11.38937607,11.12698689,11.25772233,11.0605026,11.27876084,11.48125394,11.51310927,11.74573175,11.23654044
GIPC2,11.83796337,11.86951234,11.99077643,11.804948,11.95384849,11.73391948,11.70902033,11.75377721,11.75108446
GIPC3,9.367781645,9.054310242,9.387552497,9.261979771,9.029970031,9.232156308,9.221873983,9.245933991,9.185774761
GIPR,6.076771095,5.31155148,6.602824156,6.332226594,6.181149089,5.65949343,5.978861993,5.73481038,6.754521794
GIT1,11.41397504,11.45113114,11.3719482,11.50297653,11.40573512,11.42038884,11.6809265,11.49138326,11.56632026
GIT2,11.71955291,11.71973557,11.67625824,11.55654033,11.61863416,11.64700728,11.67766806,11.69488745,11.59043237
GJA1,9.460861029,9.708716461,10.33782934,10.73354277,9.623361723,10.33285046,10.08545696,9.496765026,10.51194138
GJA3,7.955684446,7.482475429,7.780524204,8.221783997,7.468479197,7.577238812,7.349105684,7.927416124,7.774247238
GJA4,9.926584655,9.320565187,10.11705002,10.03203014,9.176861781,9.956308511,9.125800073,9.719995396,9.931694023
GJA5,11.27858837,10.73855822,11.07233586,11.57485625,10.96904825,11.06750198,10.84133556,10.74475559,11.18495514
GJB1,11.4287137,11.23620477,11.77785974,11.60443637,11.67302569,11.52121916,11.92840218,12.02239135,11.64117159
GJB2,9.622390343,9.869221504,9.820243787,10.16305115,10.22105267,10.01018446,10.38116566,10.21578308,9.884086716
GJB3,5.584042184,5.576220901,5.174519627,4.346836863,4.891827687,5.45688316,4.863434937,4.659530302,5.284905053
GJB7,6.367154478,6.575733644,5.746240954,5.919503061,6.07804668,6.064624156,6.793534352,6.20094042,6.108030707
GJC1,8.797631024,8.129645034,8.79613283,8.343926461,7.745885716,8.227224062,8.211101106,8.779958888,8.559186441
GJC2,6.212314689,6.072792941,6.669473698,6.083998539,6.07804668,5.706134427,6.188392153,6.237591935,7.398862451
GJD3,8.756834133,8.476632194,8.775971192,8.848248887,8.979149827,8.849864197,9.037772359,8.981996481,8.864681729
GK,13.05426505,13.20405818,13.01530392,13.1363043,13.3348807,13.08857565,12.9830487,12.92150498,12.72682966
GK3P,7.132897526,7.450052412,7.153296236,7.724106754,7.220254847,7.126825455,7.648322618,7.305033308,7.661445856
GK5,11.03114563,10.97369336,10.63791607,10.89078056,10.96832133,10.90741129,10.93971626,10.82346594,10.98046743
GKAP1,8.463104773,8.504163449,8.318853018,8.480946941,8.468710306,8.240109898,8.083285618,8.123972977,8.567977885
GLA,9.119417318,9.261317568,9.084710851,9.261979771,9.152515815,9.023764223,9.089568475,9.124748418,9.642350429
GLB1,12.13444389,12.23659533,12.14121941,12.09480755,12.2782022,12.12367458,12.23659533,12.14656675,11.97220432
GLB1L,11.12716719,11.44769221,11.32333967,11.13770872,11.3876119,11.25746,11.21405403,11.15912368,11.09667017
GLB1L2,12.01737591,11.94954993,11.92107293,12.12024998,11.9119231,11.7889491,11.78878082,11.98516741,11.73717537
GLB1L3,7.197900404,5.904386329,7.031700521,7.347300833,7.230852102,6.031115419,7.669584266,6.574862289,5.638493159
GLCCI1,10.05524089,9.854313627,10.11045003,10.28550457,9.988492864,9.865402409,9.899188389,10.02276695,9.833274382
GLCE,11.36247256,11.4259083,11.41787338,11.26637627,11.48875284,11.21300696,11.35126542,11.34830805,11.23654044
GLDC,13.89744105,13.35953717,13.66296246,13.29496987,13.29784006,13.27233554,12.75730632,13.53191806,13.81304345
GLDN,4.504088975,5.870647591,5.876104227,6.332226594,5.652425263,6.264432904,5.950999193,5.036668488,6.108030707
GLE1,10.99743971,10.9442829,10.97121861,10.92723205,10.93893931,10.77542264,10.65628307,10.99642633,10.49762653
GLG1,14.4019277,14.48389964,14.44912948,14.37338431,14.47005354,14.25792167,14.62281378,14.31774916,14.28174926
GLI1,6.621083709,6.633773382,7.7520428,7.227084983,6.866819202,6.560987943,7.132184536,7.429820676,8.031653419
GLI2,8.265361916,7.112532589,8.924696233,7.993132959,8.168620334,7.90825834,8.417904397,8.710227654,8.328056573
GLI3,10.84681768,10.41174154,10.96592582,10.69713403,10.84947245,10.65279234,11.20291916,11.09212557,10.67934083
GLI4,9.629181755,9.306120847,9.745225791,9.712423856,9.604878345,9.804222767,9.760878457,10.04089065,9.504528963
GLIDR,8.00961531,8.31490405,8.37321789,8.730513974,8.641636211,8.458892637,7.827291385,8.069513571,7.774247238
GLIPR1,7.955684446,7.782537987,8.088302162,7.533393648,7.619208492,7.697962787,7.921158437,7.687826534,8.417904397
GLIPR2,7.557151748,7.416372942,7.692312815,7.755738788,7.580967032,7.567163,7.862239637,7.65082225,8.255175317
GLIS1,10.599663,10.61687006,11.15004715,10.77924343,11.04037238,10.9515664,10.76614307,10.7666456,10.9982209
GLIS2,13.02415566,12.52878953,13.11069578,12.95000283,13.07909908,13.04389883,13.13968264,13.3073311,13.205722
GLIS2-AS1,8.691211969,8.58864494,8.036086519,7.815147352,8.419287459,8.449992117,8.36222417,8.433796828,9.048347737
GLIS3,12.05453677,12.02597086,12.07221627,12.3964878,12.0713797,12.18834684,12.24152438,12.03822076,12.18061967
GLMN,7.604625806,7.470249961,7.440617037,7.337754029,7.79731541,7.285968862,7.273205524,7.639485047,7.774247238
GLMP,11.52543282,11.66003487,11.6694853,11.81019415,11.84189959,11.81475648,11.82976838,11.94289319,11.75952168
GLO1,11.14501124,11.30534955,11.21746904,11.10215284,11.13825174,11.09882541,10.9541467,10.96904825,11.1071742
GLOD4,11.31126504,11.5101741,11.38359774,11.35430413,11.36459656,11.39935178,11.21300696,11.41018416,11.34481115
GLOD5,7.146334482,7.986586795,7.669891727,7.894006599,7.774058914,8.203363035,7.504284917,7.951445129,7.854146283
GLP1R,4.857742667,5.939394505,6.063974857,6.061869184,5.73481038,7.029053124,4.520542054,5.837465005,5.284905053
GLRB,7.314733822,7.661643992,7.417796697,7.169778796,7.167477278,7.845894521,7.299412944,7.290811357,6.865605315
GLRX,11.77819335,12.03319376,12.09343826,11.81070281,12.01249231,11.62532342,11.74761381,11.79548198,11.83303163
GLRX2,7.423864801,7.60020961,7.576537622,7.60874076,7.357693564,7.821236195,7.59196848,7.346120429,8.089056951
GLRX3,10.05054789,10.40884697,10.16442168,10.27100981,10.07328803,10.23413365,10.07087085,9.980066545,10.33028861
GLRX5,10.75531076,10.96747092,10.99240201,10.77589158,10.80327508,11.01052429,10.94559764,10.94218956,10.50523452
GLS,14.55372399,14.5663777,14.53789961,14.44031147,14.67486666,14.57171651,14.4803615,14.67486666,14.75630371
GLS2,9.247765619,9.211082488,8.844103565,9.0447387,9.311722017,9.044087774,9.022951878,9.066905254,8.678903578
GLT1D1,5.407554566,5.406459471,5.441351628,5.071014578,5.357468636,7.626515946,3.978226805,6.166620386,5.495287309
GLT8D1,10.8978808,10.83100302,10.71695396,10.68762219,10.87259504,10.85461962,10.5440313,10.71798613,10.53359504
GLT8D2,7.70347092,7.367030562,8.088302162,7.139273995,7.103715627,7.380134869,7.601870077,7.532414931,7.648322618
GLTP,10.8143534,10.89585581,10.74124596,10.86223816,11.00364282,11.19461129,11.04990277,11.06144862,10.96382737
GLTPD2,10.67672303,10.40242336,11.29272851,11.09944657,11.05676771,11.17813423,11.02986587,11.31906763,10.89631721
GLTSCR1,10.60924424,10.13521189,10.73022273,10.76377683,10.61598822,10.76126473,10.83630426,10.85116732,10.6477362
GLTSCR1L,11.27975327,11.2156552,11.32572567,11.21484413,11.21463499,11.27599858,11.14443957,11.12688118,11.12747073
GLTSCR2,12.56320763,12.45351927,12.69428279,12.62939167,12.60265633,12.59171909,12.48663315,12.69397423,12.44451284
GLUD1,14.20517835,14.69522589,14.28174926,14.20517835,14.31774916,14.50177024,14.03967689,14.61782391,14.13292767
GLUD1P3,7.70347092,7.437881034,7.692312815,7.786676666,7.370748861,7.687826534,7.884100227,7.587585657,7.35079731
GLUD2,8.599956087,8.936667419,8.838389985,8.93018956,8.924533013,8.703504424,8.634447906,8.761718034,8.678903578
GLUL,13.22057209,13.08857565,13.1215997,13.04451689,12.90052929,12.92258517,13.43246182,12.98718005,13.02885897
GLYAT,14.25980682,14.35407737,14.53420391,13.95583324,14.16841982,14.14729612,13.80500485,13.99841606,13.95756628
GLYATL1,13.79072821,14.15764919,14.27789183,13.98718545,13.83375695,13.97606174,12.77609413,13.37209246,13.06275066
GLYATL2,7.469994409,7.719574901,8.133541297,7.425629035,4.891827687,7.858731116,5.117636063,7.574745648,3.554440151
GLYCTK,12.08643192,11.91454548,11.9352151,11.92187963,12.05430308,12.17250485,11.62018955,12.16227008,11.50705763
GLYCTK-AS1,7.061196484,7.112532589,7.153296236,7.297307195,7.408109689,7.126825455,6.935316684,7.066139899,7.022945342
